"","ReviewerID","Total","Positive","Percentage"
"13062","Y8C8MnDUZp3aS4wC8QkJ0w",1,1,100
"13063","Y8NYo2JxrQGxQDLcRYlKyQ",2,1,50
"13064","Y8X6jCH-1FkD7Cqp5M-60w",1,1,100
"13065","Y8Zsfp8J_oXKvbG_m9RjaQ",7,5,71
"13066","Y8lulKr2iBZmFsgvmJALpQ",1,1,100
"13067","Y9IUuoid1vAdj6-496x_Lg",1,1,100
"13068","Y9WfsMzgt7P_-Bbc83RIuQ",1,1,100
"13069","Y9rOVtHTIQUk_o33UiQDPw",1,1,100
"13070","YA_ZRVimJGcZp4_9ga8e0g",1,1,100
"13071","YAnPrdAuHxt56fE6TIqTYw",1,1,100
"13072","YAnzFWD9XqOSsuHb0jk5oA",1,1,100
"13073","YAxe7yCSX0cZT1OOY-iSSA",1,1,100
"13074","YBEV3kJxxt1bATO19qzmIA",2,1,50
"13075","YBHaIzNA2WkKRJkkn04DaQ",1,1,100
"13076","YBNP_h_RIgaTpxMgecdbJw",1,1,100
"13077","YBR73BMmpmn3uaoDVUuBqA",1,1,100
"13078","YBX9hdzHt8SmBapvYRsUMg",1,1,100
"13079","YB_1G0G919cNMWIMTDPi0Q",1,1,100
"13080","YBda92OfqMsTqizGgAwFVw",1,1,100
"13081","YBiMuPqw6JMDEKRVlisTiQ",1,1,100
"13082","YBmNHgpvgsvHy2j1ROf86g",2,2,100
"13083","YBndjZRkSFZBmFtQEce4pw",1,1,100
"13084","YByDCDp8FEsYXHJoQx8-cg",1,1,100
"13085","YCMLK-L87LBPXp__oUC7_g",1,1,100
"13086","YCkmc1T6euE1rtLAB3bjhQ",1,1,100
"13087","YClZUxnYjkcNLcThLJM8Aw",1,1,100
"13088","YD37DJfqG8hF4LgkfNKBGw",1,1,100
"13089","YD69RL-llt8-Qookr7yZ0Q",15,11,73
"13090","YDApA2GB11o8aLyWXupe-w",1,1,100
"13091","YDadXRSOZP3ydt4qOZ6s3Q",1,1,100
"13092","YDpXc0C7iTgoXauYfeo1gg",1,1,100
"13093","YDz_PpE3RSQPwKK6R9ucyw",2,2,100
"13094","YE9psgjbT7f3q10U2c4n3A",3,3,100
"13095","YEH7OfeZ1dAHp7ZVniibig",1,1,100
"13096","YEKfPSNB78jC4Gc-VjbVXw",1,1,100
"13097","YEcdf9LgKG35QZbLm_DppQ",1,1,100
"13098","YEfOm_UBFeqKz7htShoXIw",1,1,100
"13099","YEvMqX-c_qcMxugq-ZVLhg",1,1,100
"13100","YEz-ngiWLqJapQ6QUwp2OA",1,1,100
"13101","YFQwk5IsLGKh8WRw9-jCQA",1,1,100
"13102","YFV6aAp7dr0gnlZqlWgg5A",1,1,100
"13103","YFYpQSmoHqCqXJW63Pe78Q",1,1,100
"13104","YF_LsTfw9kVxX30z5kl5Aw",1,1,100
"13105","YFoe3_dc9O86OP5i0V9FuQ",1,1,100
"13106","YG0AmpvfwvmqQE051Rq8Aw",1,1,100
"13107","YGBfk8dItRT63wqk9Fyxkg",1,1,100
"13108","YGGJ0WoTeiZ8POQ6n9TFaw",3,2,66
"13109","YGKbosaU7D16-U4NhwtyHw",2,1,50
"13110","YGRwXtG2X2xvc7vXNigKsw",1,1,100
"13111","YGSLKeZu20m0u8OLuKZ7aA",1,1,100
"13112","YGzdz6aK7w36Bs5sDtfQzw",1,1,100
"13113","YH-3bGLIPK9NE5eckjkz9A",1,1,100
"13114","YH65LYl4dY7DOyYdlSRPvQ",1,1,100
"13115","YH8cLQPycALKKSkwgUJH2A",1,1,100
"13116","YHDfyVaA7oFbpDCkP-1apQ",1,1,100
"13117","YHWHJBDkSWZUTPo4NQlDJw",1,1,100
"13118","YHs786ASSsqE5bgpg8Ua_w",1,1,100
"13119","YIHcdVamQ7TSgtfasJnHoA",1,1,100
"13120","YIShs3zUz39vPdtAEAnkog",1,1,100
"13121","YIXTqobOijmm8XFyxqTjXA",1,1,100
"13122","YI_atJoYLHeRy9QN8bBwTA",1,1,100
"13123","YIa7c7UeRvYBVtOOfWG-Hg",1,1,100
"13124","YIfTrQ_6IQYyoIYrofRO4Q",1,1,100
"13125","YIhlN6xnPZyPSq9GGkAYhQ",1,1,100
"13126","YIyH0NBVYXejYTKs2X1H4g",1,1,100
"13127","YJH7dlyb7JRoD0Jk08eokQ",1,1,100
"13128","YJbUbGdEKCBQwotrFirbgw",1,1,100
"13129","YJuuugUPERPEEHm8VYNLTQ",1,1,100
"13130","YJyEy9x4qqJxDc8zMnGmgw",1,1,100
"13131","YK7uLLSlkIgFKgFh6Yz4ww",3,2,66
"13132","YK9rxeUN2VL2KJOajmUdOg",2,2,100
"13133","YKIaddcF8gOXr6r3rW8iBw",1,1,100
"13134","YKOFSwt5toCDdGHaZK3lYg",1,1,100
"13135","YKR3ZaD0v0ZybAq_ztRvzg",1,1,100
"13136","YKVmTtz--uIm_yfNWUrguw",2,2,100
"13137","YKjuRgkRIq_8xlcVSUN86A",1,1,100
"13138","YL0RvASz_-qx6xvM7waBJw",2,2,100
"13139","YL0jWDxT9fuSPC4BV8nP5w",1,1,100
"13140","YLMAjxPWco9eR8Zt5HzhKQ",2,2,100
"13141","YLjszeNvnelnKq7O4VzVZg",1,1,100
"13142","YM6oSm1rUFLpwKlr6bQoiw",1,1,100
"13143","YMMakzUBcmgcKMguWy9baQ",1,1,100
"13144","YMSMqqIN_1ksgpq9Be1WgQ",1,1,100
"13145","YMeFfYrLU3iDMg_lcDm1ZA",1,1,100
"13146","YMl6OGqWyCiCvyNJNnE1Pg",1,1,100
"13147","YN-PNqTeJy-Q-tih42VeAw",1,1,100
"13148","YN1NWcPjxzyACEMIo4SReg",1,1,100
"13149","YN24EOc6sCwoHcXE6TeyeA",1,1,100
"13150","YN_RwlWFE-GYF0MHflvrkg",1,1,100
"13151","YNmsH2Q-GwpJNVqLHjVh_Q",1,1,100
"13152","YO2PI21YmAQrt9Chu47Jkg",1,1,100
"13153","YOGKSNx6p7iW8aMRrjFEAA",3,3,100
"13154","YOIN5abiktR_4O_F-GwtlA",1,1,100
"13155","YPB0QvTDYOALjYrzPnSM-g",1,1,100
"13156","YPJvD4uGVWGm5lFti6q13Q",1,1,100
"13157","YPRRW9PvvxxWcTsNhh-pnA",1,1,100
"13158","YPY1GcC2C35eXOJhdIUfgA",2,2,100
"13159","YPrGonYLzJtVy9QCLY9f3A",1,1,100
"13160","YQF_ZjtQho5raw3cMQQ5vw",1,1,100
"13161","YQLusaPi7vp5u1mACmOVSw",1,1,100
"13162","YQQ6HkzoqOPybwr-vNZUfg",1,1,100
"13163","YQYSS218hEjfe3EaWyElyw",3,1,33
"13164","YQkk20lcgQzCfzwcG99wiA",2,2,100
"13165","YQqbFJQIxcX-8WaJWUEWQA",1,1,100
"13166","YR90432tXh5wAi_y29HcFA",1,1,100
"13167","YRA6bU9abJZusMZ6hzfbDw",1,1,100
"13168","YRE-gQlEyQp_sILBi9OSyw",1,1,100
"13169","YRJD0O3is45TSCObMRAHYA",1,1,100
"13170","YRSr4yuvbofjP9lya2fcHA",1,1,100
"13171","YRg_jVo_z2jn0Eslc35s0Q",1,1,100
"13172","YRlCma5RHpe-FVXWEe9j1w",1,1,100
"13173","YRnEFHGAOXxNWLY9-x4Eog",1,1,100
"13174","YRnM9yIlZBnpVY9P3ix1zw",1,1,100
"13175","YRzVLqioskkE6PGuilZFNg",1,1,100
"13176","YSHNFj2KAxU0xOwwEwkxaA",1,1,100
"13177","YSUOj6C5a7u5OToHbRX8Ig",1,1,100
"13178","YS__1aFETxFmND7hVhKsag",2,2,100
"13179","YSbDxgCRbp-8t1AtoR2A3A",1,1,100
"13180","YSehuFtnlCb2bYry2yMPew",1,1,100
"13181","YSlMfAhIJP-RvcB6WUKbEg",1,1,100
"13182","YT0-bjihCJQWpP9cfqVE4g",2,2,100
"13183","YTRUG3axXg5MoCflgE3IAQ",1,1,100
"13184","YTSXvi09LNMTirb5Q-nZpg",1,1,100
"13185","YTc8s0OgByoRYc5mijlIsw",1,1,100
"13186","YTcUTxooNdWKjMxso5vYIw",1,1,100
"13187","YTfCO_p380ERrWPgutcfQQ",2,1,50
"13188","YTfp2eikFEDwi_571Hynfw",1,1,100
"13189","YThIsvfhbER74Zvr_lBsJQ",1,1,100
"13190","YTilvOW56B7arZuWD429UA",1,1,100
"13191","YTipAoAZ31t0ZGYfHzFKeQ",1,1,100
"13192","YU3yVC-6Ow9y11kRbcBGTA",1,1,100
"13193","YUCxtEuDCMqqsBfS9Na7qQ",1,1,100
"13194","YULKGMj9tfREt9s60ik0FA",4,4,100
"13195","YUUYcUQOoz69SVDxwIEckw",1,1,100
"13196","YUUq3ceK-Yl4Uc9B3r4zsQ",1,1,100
"13197","YUl02_QNbf9vbz0VmZsQWg",1,1,100
"13198","YVAhkELwtoAY-WoBEuvCsA",1,1,100
"13199","YVS8HLA9DaG3nepTlUFGZQ",1,1,100
"13200","YVoesDNAqNqfcbblp2awbw",1,1,100
"13201","YVwJIVD-BaBVp9wQMQFhgg",1,1,100
"13202","YVzBYOWNf_oUbWSA__m0HQ",2,1,50
"13203","YW1c4z1Le96H3-G8ZMLxkQ",1,1,100
"13204","YW7brAbAFKc52dIhiOtHtA",1,1,100
"13205","YWK56mE7FQjH91JR5nU1bg",5,4,80
"13206","YWQA9MAGDCrbt28hruoaXw",1,1,100
"13207","YWhXtV4A4UBj7ChHTbjbwQ",2,2,100
"13208","YXPjlxOxNbKL44UPriYXCw",1,1,100
"13209","YXSy6LWW4ZhMr3TobCKKKA",1,1,100
"13210","YXXo_BKuO4fM39D-AKW-DQ",1,1,100
"13211","YXqpa23xewi23czk9nmjgw",1,1,100
"13212","YY60jGsJzvup78vGoIHQlA",1,1,100
"13213","YYFUidQFDZauh6YMcjzijQ",1,1,100
"13214","YYTqkzAZJuMtTob1nFO92g",1,1,100
"13215","YYobI5dp6KCzaRkBo1-iUQ",1,1,100
"13216","YYxEuTTLuVnkoFZMHuQmeg",1,1,100
"13217","YZ0q72SW-CFFAbS4yNjTZg",1,1,100
"13218","YZL_FMvlHa5i8EOvrpefww",1,1,100
"13219","YZN0HEbIByld4vFZgBe-nw",1,1,100
"13220","YZ_BImUbA0gK1wOZ2OISAw",2,1,50
"13221","Y_0GZ4VeIYBxmVu1C24ILg",1,1,100
"13222","Y_CMh-dUc_Su0Tkht48ADw",3,2,66
"13223","Y_MTLWrjQAb4nvdMs0gScA",1,1,100
"13224","Y_nGgwI64cOD4CuSDZtoPg",1,1,100
"13225","Y_o4h9ILP45j8OGbncxE3A",3,3,100
"13226","Y_oIlgkF0bjhnNPCX6P1DQ",1,1,100
"13227","Y_q1AGpZFrljF-YDqXHAYw",1,1,100
"13228","Y_r3QDYGcaR0ivh7r07RLg",1,1,100
"13229","Y_zIG_3qKlRuOd9iEDn5Bw",1,1,100
"13230","Ya3EYTxdnOQlM1czYP9BXQ",2,2,100
"13231","YaAG6e_CiM1W0Z8rdp4yZg",1,1,100
"13232","YaNku74F4rsKcBvn89zzdg",2,2,100
"13233","YaSpS5ASlY7WSObWe1YEJg",1,1,100
"13234","YaTYA3kC3iRvJctQ1WpwsQ",1,1,100
"13235","Yb2goj8sD-aUE_wVXZfzcQ",3,3,100
"13236","YbBuFPRZ8EGkCyTK-S0OWw",1,1,100
"13237","YbVCUoMXO056e80UbkXY2g",1,1,100
"13238","YbVnF4soX9z112eRWZbIdA",1,1,100
"13239","YbjRE3ZM625ncuVapeHthQ",2,2,100
"13240","Ybq1mn9T2DKCHgOEFemd6A",2,2,100
"13241","YcMnPXejRu_LrWhxt13OxQ",1,1,100
"13242","YcZn9qZ5RKIoy9vz-D9k2g",1,1,100
"13243","YctbxUtbs8xGkz1UqqhwWw",1,1,100
"13244","YdHxDTbnpQfry_w4DxEfAw",1,1,100
"13245","YdNsEubgWBgxFE0myVMpNw",1,1,100
"13246","YdOGJhh0ukSxV5-vFkRivw",1,1,100
"13247","YdOLPunEk8RVajjsBgMM4w",1,1,100
"13248","YdPgm3Ai0Vnp7PvmoyJKrw",1,1,100
"13249","YdQMXnBoer3W7AqKq3OUrA",3,2,66
"13250","YdQvteNsHTwdjm_PIGYUoQ",1,1,100
"13251","YdRtdXXr4ibiGncyMldf6A",1,1,100
"13252","YdY-f8i234wrFOgEUumkkQ",1,1,100
"13253","Ydaa0dLXi2gNBFOhJrwH9A",2,2,100
"13254","YdoFtiFM1mtjhR_9h072lA",1,1,100
"13255","Ydoz4yAI9cz3YpibKDTvmw",1,1,100
"13256","Ye2ES_i5TsAuoz6cnDpwig",1,1,100
"13257","Ye2r4_1BLqgMrx47IYo_9A",1,1,100
"13258","YeBu_GUhxz2dsWLmK0b5Ew",1,1,100
"13259","YeCuphnLIIvX1SRJRRSAQA",1,1,100
"13260","YeLW2bH3hJlwZgbRD5P8YA",1,1,100
"13261","YeOfY6SJFGio006amJXv2A",1,1,100
"13262","YeXA_h77uN2zZUl76Al6ew",1,1,100
"13263","YecpQyf0FAhTnaJIHJTXnA",1,1,100
"13264","YeejLNXlDCfGB1kohPiebA",1,1,100
"13265","YetqBi1w7rC5fInJUgY0UQ",3,3,100
"13266","Yew0P9U8PiNt5OVN-5CSNw",1,1,100
"13267","Yf3zo-lMC_tAGdQP23Z76w",1,1,100
"13268","YfIjGAXeQuKM4xixgFAYFA",1,1,100
"13269","Yg4ZOgvsJf-__SyMSsBbiA",1,1,100
"13270","Yg7_CO46ln6oWbCaSJLkKA",4,3,75
"13271","YgHZEEwkSvogmb2qRFwjoQ",1,1,100
"13272","YgHtIeObGXOriJubC5Sl_Q",1,1,100
"13273","YgYr5iKi38h3ItY3xodKNA",1,1,100
"13274","Ygj8uVIoGTy0rswxRstrZg",1,1,100
"13275","YgsMbKcWfF4VZzYVQZiiHw",1,1,100
"13276","YhLHQ-g_XO00__VjRrxNBg",1,1,100
"13277","YhUw2ppXjGMtYol3YWf5OQ",1,1,100
"13278","Yhu_CIta57VnQDnFS2vb0Q",2,2,100
"13279","YiOXzdrcX7TRC6hm8W2PaA",2,2,100
"13280","YijAlpX3v8q0h8x5YYvWlQ",8,7,87
"13281","YiujCdygpA4qlH8i9Rx4CQ",1,1,100
"13282","YiwUE57SE9dXWMLW8enl6g",5,5,100
"13283","YjOrat5WsUHlyHHhQSHzkg",1,1,100
"13284","YjfUvACyMc-fddyCjkx_RQ",3,1,33
"13285","YjpG7teFwVm9BsdnbW7rRw",2,1,50
"13286","Yk-BUw2gstn5XL9rFXDELw",1,1,100
"13287","Yk5XhzpbfQjiRJxxg5KUWg",1,1,100
"13288","YkJfpbyqawmn_RQVxjZhkA",1,1,100
"13289","YklAO3UlqnNMEOwH6M7MbA",1,1,100
"13290","YkpZjAuVKYal_obutlwDjg",2,1,50
"13291","YkrwgCVb0wODEHVCCT5p1w",4,1,25
"13292","Yl0DmsqhuWgxAUFQK2hLHQ",1,1,100
"13293","YlY-pV4ytl0C3XZ8eZD2JA",1,1,100
"13294","YloSQVlitsDkNnxjsjGfLA",5,5,100
"13295","Ylr6zA1DHI2eIs5-7kAjQA",1,1,100
"13296","Ym0J8FpLuXY26ofuoMTfUQ",6,6,100
"13297","Ym5iMogD_SCcmizK_ezuvQ",1,1,100
"13298","Ym7Y4FlzHWFN16uF0iHbDA",1,1,100
"13299","YmBVvIVzDSAY0ESIGa6oMQ",1,1,100
"13300","YmeDuaza8ymF4kjEoX-Ojg",1,1,100
"13301","YmmnCfjdlglrM7eiXFWz_A",1,1,100
"13302","YnAbyB7K3bU8Mw_ENF_zFg",1,1,100
"13303","YnIc-6pQ8BwPYEszLT6liw",1,1,100
"13304","YnNaTU0ZYBUATVPGWQPmgQ",1,1,100
"13305","Ynf7-liuGM2sgoryGa3taw",1,1,100
"13306","YnfNjHa6j7aSqLj_7xO91Q",1,1,100
"13307","Ynk_Skaij4VvMSHz2l_cwA",1,1,100
"13308","YnzPQg1xeNF_8TmZmNSwiA",1,1,100
"13309","YoJfd2E1gprAVnzKv0fq0w",1,1,100
"13310","YoOAC889O1gqTMBMKIqVmQ",1,1,100
"13311","YoTDkM6qm5J3w_IJ8JfISA",1,1,100
"13312","YoWOHXihJwb0JVc798qBDg",1,1,100
"13313","YoXFx2eylRaiz_Cz2iteDg",1,1,100
"13314","Yoe3FXv2EkQu_nmaCW5LWw",1,1,100
"13315","YogazZ6FnyPWymblnRM1nw",1,1,100
"13316","YoqTVbgBt43UFrkB-WIg1w",1,1,100
"13317","YouqVcHCgdF5qTUxFu0KzQ",1,1,100
"13318","YozNzAfrXh1aRTUWv5yT8w",1,1,100
"13319","Yozt2BmYMRmBGLsoffCs5g",1,1,100
"13320","YpFv_7dZjwMUwGIccNmRVw",2,2,100
"13321","Yps7iIY27tuehHjC4JU8Jw",1,1,100
"13322","Yq2E3kG3fcTXkJVKsN578w",1,1,100
"13323","Yq5BL_brnnTu6Uh5VVCLSQ",1,1,100
"13324","YqQlYbo5rBqNtY4sUDU3VA",1,1,100
"13325","YqdSMMb05HkcGUDgtCm3rw",1,1,100
"13326","YqkSgoMp19i8_GpCNXhXFQ",1,1,100
"13327","Yr-2z-yIapd9lp_tzCAVlQ",3,2,66
"13328","Yr-Un-UbOLp_TMBhBjXOqg",1,1,100
"13329","Yr5qcBeVOV9MMigEUkZEmg",2,2,100
"13330","YrDGseB2x1cwqxzst7OPIA",1,1,100
"13331","YrLdfiiw0Xm9zfntBkKQPg",2,2,100
"13332","YrNL9SNu9_BmX4tJiw9xIg",3,2,66
"13333","YrQ_rV_iDYtZDc1tZmaRlQ",1,1,100
"13334","YrdunODoFSKtBqgCkWLrwg",1,1,100
"13335","YrgQ_tKhaN-CHH986hsfnw",1,1,100
"13336","YrlLM_Gq_OvNP89jz-hoGA",1,1,100
"13337","YrlcnqjoZIIpCmnYmgy91g",1,1,100
"13338","YsDQDdcVJaAeK-SAntQtcg",3,3,100
"13339","YsQ2kZkYSZl57PShE-mDeA",1,1,100
"13340","YseS1nIQmpawXQvIZm8S6w",1,1,100
"13341","YseVvvjtBsGexRC4LCMd0Q",1,1,100
"13342","YsjQgox-IQdUS-blPcGahg",6,1,16
"13343","YspzWTv2uLyjRm9cQixVfg",1,1,100
"13344","Ysr9hpTWrCInJuk8bfmZ_g",1,1,100
"13345","YtKiKSFZHDBWLg0HAJSGbg",2,2,100
"13346","YtVuxZfZLClpebaqjq39qA",1,1,100
"13347","YtX0D-kZGZoGi8UrL385sg",3,3,100
"13348","YtjhFMbPsfpUfkH3MFqu-Q",1,1,100
"13349","Ytp2pKqU7whNHR_w5tGvVg",1,1,100
"13350","YuvcUHwS9QcAtWu9av4i7g",1,1,100
"13351","YuxXgtP9MuRxtsx3I8f6CQ",1,1,100
"13352","Yv1_xWmXyP5WdcLV7GxEYw",1,1,100
"13353","Yv4RJockNBe1D5S1-jTblg",2,1,50
"13354","YwD2y15WhHJI-FRWuctwwA",1,1,100
"13355","YwODnqj4g4s1mhaE3KQ1fg",1,1,100
"13356","YwP4pe_wFkfourFwrmwdtw",2,1,50
"13357","Ywcv5ful1fV30f5H-qGMdQ",1,1,100
"13358","YwtP55ZJNiQ1bUHK-QqI5A",2,2,100
"13359","YwvnwV0MFfQ1XdMYa-zliw",2,1,50
"13360","YxBR_RCbpL3gwcxwf751sQ",2,1,50
"13361","YxGO4G5sbtP_CB09g_I_0w",1,1,100
"13362","YxU74ESP50JF4w44wCZzWw",1,1,100
"13363","YxZUzLXUC6bCZGIbG5LDng",1,1,100
"13364","YxjC8TnHbDk4-x9jnmYulg",1,1,100
"13365","YxwYdl6vDUpp-fRywdS8vw",1,1,100
"13366","YyFP27q8-5PWXPocpmGYRg",1,1,100
"13367","YyR2GifOvX7TSiqqq1XhBg",1,1,100
"13368","YzCEBwWV0zlsjR8uR0v3kQ",2,1,50
"13369","YzXpK2lUVgJJzUfzXt-2sA",1,1,100
"13370","YzdmQE1wcbxLCutGw4zriQ",1,1,100
"13371","YzmVNde0uMvcROLZ33w5iQ",1,1,100
"13372","YzxzckMqsweK867A0GYKzA",1,1,100
"13373","Z-7qZ2lviwcADWYj3Xg_QQ",1,1,100
"13374","Z-NkirP1jqQY3MlMdLS0oQ",1,1,100
"13375","Z-exGJOFvt537jpphLtfDQ",1,1,100
"13376","Z-gf7CfJBfLC3zJ-xT88Fw",1,1,100
"13377","Z-nmAkY2WA3XBWWCOHhmYw",1,1,100
"13378","Z06jLutyMsP5CKFn1UvAeA",1,1,100
"13379","Z0FC8WS9fr8NrbuZJab2YA",1,1,100
"13380","Z0JVYuHhvQeADNV9d_ERQg",2,2,100
"13381","Z0K8p-AvgKoWGX_2febddg",1,1,100
"13382","Z0PwubGpI-6zrpB05L5e9g",1,1,100
"13383","Z0kvuqDF4BF_NS-Aod-3Uw",1,1,100
"13384","Z1Wdyr4z54sbqeLWxm_5XA",1,1,100
"13385","Z1fJQoxOwrk7g0fMiDMVqw",1,1,100
"13386","Z1oObCWeAEP5PE43s76dgQ",6,6,100
"13387","Z2cTSwdTGFWL4bW843yTEA",1,1,100
"13388","Z2zl6axIQxPC4OBa7r8hUA",1,1,100
"13389","Z35HhSOSTofq0heQk8Llyg",1,1,100
"13390","Z3LYOjE55rdZbhpg1vthIQ",1,1,100
"13391","Z3W7extlR4EaAigrJjJXpA",1,1,100
"13392","Z3poik_yO919TpKUmEpoCQ",1,1,100
"13393","Z42BbdPCZj9lPq0dVw3sLg",1,1,100
"13394","Z4L4YlQ9hT0kCFrSBkZODA",1,1,100
"13395","Z4Uzit29Thx8Sf_HHtWUvA",1,1,100
"13396","Z4e-0GAndpniFSD-HY8RKA",1,1,100
"13397","Z4p5DFOGDyq9egOpDHBKRw",1,1,100
"13398","Z5IkmP9IFkZqRWd0Sj7Ezw",1,1,100
"13399","Z5LfMLHd0X9JA7YuUEhLdg",1,1,100
"13400","Z5UW5M3huc97ZFLwVjN-HA",1,1,100
"13401","Z5fj7kZjRU0mTRmO9bl7ig",1,1,100
"13402","Z5jcJcrAMPi5HQtE3bOpBg",1,1,100
"13403","Z5uD9AeDvl_IobByKu1AxQ",1,1,100
"13404","Z6Pm2WVusGA0K4SR0Uqung",1,1,100
"13405","Z6VlqR-9DcjB5RF1dXhWng",1,1,100
"13406","Z6bzfPb--0vppT4EccvCDQ",1,1,100
"13407","Z6girTCQIJ4kLJfjuDwPnA",1,1,100
"13408","Z71JBpX2LmVlSvAr7Pqz5w",1,1,100
"13409","Z73TUII63RHQeKcyYPbYmA",2,1,50
"13410","Z7IecGFnc4Mhd0gFKHh3Hg",2,1,50
"13411","Z7JSU8aL0PuoNqknN7wFkA",1,1,100
"13412","Z7Z-YaGvEtvR-4MUI_mbYw",1,1,100
"13413","Z7k438wq4w2Tm8K78mUYMA",1,1,100
"13414","Z88IfzyVBap5kqVHKYf51Q",1,1,100
"13415","Z8LBOTASZFJiy0GKbdu5mQ",1,1,100
"13416","Z8eRt49U1MS9ZTViCPJ0Dg",1,1,100
"13417","Z91hKUkI4mHpt61FRfqeuw",1,1,100
"13418","Z9bJyDXpKvOHt15jGs7UNg",1,1,100
"13419","ZA60OeAe4NAO4UacC_nHfg",1,1,100
"13420","ZAFr4Y10Bnv9H3hbhCTpOQ",4,3,75
"13421","ZAHCbkRG5_7c1Y1vGOb3Qg",2,2,100
"13422","ZAJM84RUQo9Lck55kEQl6w",1,1,100
"13423","ZARS91F0b9Qh6r-Kfau_hQ",1,1,100
"13424","ZASaqsUnD-cAftTmiD4rCw",1,1,100
"13425","ZAVHNOZrRgkBVv0T5TpkDg",1,1,100
"13426","ZAbgX5IYDgFoAuYJdcjloQ",1,1,100
"13427","ZBCKZkKAnJFA7XEuw9IUqg",1,1,100
"13428","ZBCiugbo_sQGtrVaHIrhsQ",1,1,100
"13429","ZBnK_tAdKasEpzpBjxK6yw",1,1,100
"13430","ZBo8GdiD1K6-zxKsnevpAg",2,2,100
"13431","ZCBhYEvR5ZNQONbQFQbw6Q",2,1,50
"13432","ZCDi6X2CTbJxh9oHMisUXw",2,2,100
"13433","ZCPIxh40sUAWXrBuH54Isg",2,1,50
"13434","ZD-3_mSiZU3omyj37G2-HQ",1,1,100
"13435","ZD8Jv_8ladMwY2QVcpr2gQ",3,3,100
"13436","ZDAbsbd97KLIT_jtjcPC2A",1,1,100
"13437","ZDGG1YT0uTZWaM0rUWzi2A",1,1,100
"13438","ZDHxfogYqnQgA4bHondEVw",1,1,100
"13439","ZDtdYLLtliSkNwrvgf9d7g",2,2,100
"13440","ZDw9gT0KfQ7lYcsSwzUVfA",1,1,100
"13441","ZE5bCUzsi5-1qNM03-ms2Q",4,3,75
"13442","ZEHIHGWHC4QIp7_-xnmVQw",1,1,100
"13443","ZENANSr5-KY1BWbGW9O8tg",1,1,100
"13444","ZF0Q-mRHOpUMosuKwosZ9Q",1,1,100
"13445","ZF2qctpRFEQsIhNtYfg4eQ",1,1,100
"13446","ZFBi9hrK_mt-mm8WmjyLHQ",1,1,100
"13447","ZFPRKafVlIsdAu5qkwA_Dw",1,1,100
"13448","ZFlPAuJRI5glhMl4DsIHYA",1,1,100
"13449","ZFwf-UOnnJWBIi1COPJ_Tw",1,1,100
"13450","ZG2a6MfZXGoUsHiH3GvFTA",1,1,100
"13451","ZG35JY2eDeCc2zrg7VDMZQ",1,1,100
"13452","ZGM4Qd0zZbxJBdZ6p-QyjA",1,1,100
"13453","ZGOpERa6UhhX1POL93SZ2A",1,1,100
"13454","ZGQnwvd-xnPnupSnPXqnJQ",1,1,100
"13455","ZGXr4C2U_5cTGj8v5lQq9Q",1,1,100
"13456","ZGfH_sd1Gb9IkNmuFJEyvw",1,1,100
"13457","ZGmFW9777o1dKmejCplhcQ",2,2,100
"13458","ZGuItUqrgzrRIm_C59hxkw",1,1,100
"13459","ZH3p2sGDTntqlffXzPT7tg",1,1,100
"13460","ZHL9qwJdiahOvSMJzW0F0w",5,5,100
"13461","ZHNtkEHOg7fdkkGmAd_Pyw",1,1,100
"13462","ZH_9aWBP_oB19tuTAH-J2w",1,1,100
"13463","ZHrval_cqia2Tt0iW-kXLQ",1,1,100
"13464","ZHx3zOM4L7UusU-9M83Cow",3,3,100
"13465","ZI7YYbjd5Sgw8lrXbvqeLg",1,1,100
"13466","ZICEyqMfFjP34r4HVHtOxw",1,1,100
"13467","ZIUgvhSwqWbOi5dXAwWrvg",1,1,100
"13468","ZIenehTP52mr5ETg8QccNQ",4,3,75
"13469","ZIfIlgiY812f5sHb2wyr0g",1,1,100
"13470","ZIlpQaPgaXewDhapIvghEw",1,1,100
"13471","ZIr1XFOIeIn1Im9DxMzDCA",2,2,100
"13472","ZJ63LKi9ez73IQtpCSGkyA",1,1,100
"13473","ZJ7Up_pahyd8F1mk63IFJQ",5,4,80
"13474","ZJ8Oaa8Q3OZyxU3vRCnnIg",3,1,33
"13475","ZJRVPq8QQvMKg2Ue924oNA",1,1,100
"13476","ZJ_ltwdKEhML0VKXRQI1Xg",1,1,100
"13477","ZJmHNmgZ5mA80TsEhdw91g",1,1,100
"13478","ZJq4bdYCxoPysT_HjFqTCw",1,1,100
"13479","ZJrrjVfjb6h51COBU8-dbg",1,1,100
"13480","ZK4dpJdEFigN8SgvEmVpFQ",1,1,100
"13481","ZKWwSP2yo1h86oCXvVChcg",1,1,100
"13482","ZLIOd0ehCTRb61Bi7H-AQQ",1,1,100
"13483","ZLextF5uKX3dBtbJl55KQw",1,1,100
"13484","ZLfo-tAL_ieGRU2NqRh72g",1,1,100
"13485","ZM-8QGIrjNy3Rj0be30zEg",1,1,100
"13486","ZM7w9wwRawZKxVWbjLvqwA",2,2,100
"13487","ZMU6d70NXFGwTa4vyO2BvA",1,1,100
"13488","ZMVTDFrIO-mv7sWUFPrLow",1,1,100
"13489","ZMljyHWVL3xX_PHXA4W5hQ",1,1,100
